date,source,segment,customer_id,dealership_location,vehicle_type,product_area,rating,feedback
2026-02-23,Cars.com,Budget Buyer,DLR-CUST-10366,Northside Motors,Sedan,Service Department,3,"The oil change was fine, but the waiting area was overcrowded."
2026-02-24,Facebook,Budget Buyer,DLR-CUST-10367,West Valley Cars,Van,Service Department,1,The same warning light came back the day after service.
2026-02-25,Dealer Website,Budget Buyer,DLR-CUST-10368,West Valley Cars,SUV,Parts,2,The replacement part was delayed and I had to call multiple times for updates.
2026-02-26,Service Survey,Budget Buyer,DLR-CUST-10369,West Valley Cars,Hybrid,Parts,4,Parts staff found the correct accessory and installed it the same afternoon.
2026-02-27,Phone Follow-up,Budget Buyer,DLR-CUST-10370,Lakeside Dealership,Hybrid,Parts,3,"The part arrived on time, but the installation appointment was hard to schedule."
2026-02-28,Google Reviews,Fleet Customer,DLR-CUST-10371,Lakeside Dealership,Van,Delivery,5,Home delivery was smooth and the specialist walked me through the vehicle settings.
2026-03-01,Dealer Website,Fleet Customer,DLR-CUST-10372,Lakeside Dealership,Certified Pre-Owned,Delivery,2,The vehicle was delivered with low tire pressure and no floor mats.
2026-03-02,Service Survey,Fleet Customer,DLR-CUST-10373,Airport Auto Center,Van,Delivery,3,"Pickup was organized, but the final detailing could have been better."
2026-03-03,Phone Follow-up,Fleet Customer,DLR-CUST-10374,Airport Auto Center,Luxury SUV,Delivery,1,The delivery appointment was missed and I had to reschedule twice.
2026-03-04,Phone Follow-up,Fleet Customer,DLR-CUST-10375,Airport Auto Center,Truck,Website,4,The website made it easy to compare vehicles and calculate estimated payments.
2026-03-05,Email Survey,Service Customer,DLR-CUST-10376,Downtown Auto Mall,SUV,Website,2,The payment calculator does not match the numbers provided by finance.
2026-03-06,Cars.com,Service Customer,DLR-CUST-10377,Downtown Auto Mall,EV,Website,3,"Online chat answered basic questions, but could not confirm real inventory."
2026-03-07,Facebook,Service Customer,DLR-CUST-10378,Downtown Auto Mall,Truck,Website,1,I submitted a lead form and never received a response.
2026-03-08,Facebook,Service Customer,DLR-CUST-10379,Northside Motors,Van,Communication,5,Everyone followed up quickly and kept me informed during the purchase.
2026-03-09,Google Reviews,Service Customer,DLR-CUST-10380,Northside Motors,Certified Pre-Owned,Communication,2,I received too many calls after asking to communicate by email only.
2026-03-10,Dealer Website,Trade-in Customer,DLR-CUST-10381,Northside Motors,Van,Communication,3,Communication was polite but inconsistent between sales and finance.
2026-03-11,Service Survey,Trade-in Customer,DLR-CUST-10382,West Valley Cars,Luxury SUV,Communication,1,Nobody returned my voicemail about a warranty question.
2026-03-12,Cars.com,Trade-in Customer,DLR-CUST-10383,West Valley Cars,Truck,Warranty,4,The warranty options were explained clearly without pressure.
2026-03-13,Facebook,Trade-in Customer,DLR-CUST-10384,West Valley Cars,SUV,Warranty,2,I was not told which warranty items were optional until the final paperwork.
2026-03-14,Google Reviews,Trade-in Customer,DLR-CUST-10385,Lakeside Dealership,EV,Warranty,3,"Coverage seems good, but the exclusions should be easier to read."
2026-03-15,Email Survey,First-time Buyer,DLR-CUST-10386,Lakeside Dealership,Luxury SUV,Cleanliness,5,The showroom was clean and the vehicle was spotless at pickup.
2026-03-16,Cars.com,First-time Buyer,DLR-CUST-10387,Lakeside Dealership,Hybrid,Cleanliness,2,The used vehicle still had stains inside when I came for delivery.
2026-03-17,Facebook,First-time Buyer,DLR-CUST-10388,Airport Auto Center,Luxury SUV,Cleanliness,3,"The showroom was nice, but the service waiting area needs more seating."
2026-03-18,Cars.com,First-time Buyer,DLR-CUST-10389,Airport Auto Center,Sedan,Customer Support,4,The receptionist quickly connected me to the right department.
2026-03-19,Facebook,First-time Buyer,DLR-CUST-10390,Airport Auto Center,Van,Customer Support,2,I was transferred three times before someone could answer my question.
2026-03-20,Google Reviews,Repeat Customer,DLR-CUST-10391,Downtown Auto Mall,Van,Customer Support,1,The support line disconnected twice while I was checking service status.
2026-03-21,Dealer Website,Repeat Customer,DLR-CUST-10392,Downtown Auto Mall,Truck,Customer Support,3,"Staff were friendly, but follow-up after purchase could be more proactive."
2026-03-22,Service Survey,Repeat Customer,DLR-CUST-10393,Downtown Auto Mall,Certified Pre-Owned,Sales Experience,5,The sales advisor listened carefully and helped me compare trims without pressure.
2026-03-23,Phone Follow-up,Repeat Customer,DLR-CUST-10394,Northside Motors,EV,Sales Experience,2,The salesperson kept pushing add-ons after I said I was not interested.
2026-03-24,Email Survey,Repeat Customer,DLR-CUST-10395,Northside Motors,Certified Pre-Owned,Sales Experience,3,"The test drive was helpful, but I waited too long before someone greeted me."
2026-03-25,Cars.com,Luxury Buyer,DLR-CUST-10396,Northside Motors,Van,Sales Experience,4,The team explained the vehicle features clearly and made the buying process simple.
2026-03-26,Facebook,Luxury Buyer,DLR-CUST-10397,West Valley Cars,Luxury SUV,Financing,2,The final monthly payment was higher than what was discussed online.
2026-03-27,Google Reviews,Luxury Buyer,DLR-CUST-10398,West Valley Cars,Luxury SUV,Financing,1,Finance paperwork took almost three hours and several fees were not explained.
2026-03-28,Dealer Website,Luxury Buyer,DLR-CUST-10399,West Valley Cars,Truck,Financing,4,The finance manager found a better rate than my bank and explained the terms well.
2026-03-29,Service Survey,Luxury Buyer,DLR-CUST-10400,Lakeside Dealership,Truck,Financing,3,"Loan options were presented clearly, but the wait for approval was too long."
2026-03-30,Dealer Website,Budget Buyer,DLR-CUST-10401,Lakeside Dealership,Truck,Pricing,2,The advertised price did not include mandatory dealer add-ons.
2026-03-31,Service Survey,Budget Buyer,DLR-CUST-10402,Lakeside Dealership,Truck,Pricing,1,I felt misled by the online price because the quote changed at the dealership.
2026-04-01,Phone Follow-up,Budget Buyer,DLR-CUST-10403,Airport Auto Center,Luxury SUV,Pricing,4,The price was fair and the final invoice matched the quote.
2026-04-02,Email Survey,Budget Buyer,DLR-CUST-10404,Airport Auto Center,Luxury SUV,Pricing,3,"Discounts were good, but the fee breakdown should be easier to understand."
2026-04-03,Google Reviews,Budget Buyer,DLR-CUST-10405,Airport Auto Center,Luxury SUV,Inventory,2,The car listed online was already sold when I arrived for my appointment.
2026-04-04,Dealer Website,Fleet Customer,DLR-CUST-10406,Downtown Auto Mall,Sedan,Inventory,3,Inventory filters on the website are useful but some colors are listed incorrectly.
2026-04-05,Service Survey,Fleet Customer,DLR-CUST-10407,Downtown Auto Mall,Truck,Inventory,4,They had several trims available and helped me find the right configuration.
2026-04-06,Phone Follow-up,Fleet Customer,DLR-CUST-10408,Downtown Auto Mall,Sedan,Inventory,1,I drove across town for a vehicle that was marked available but unavailable in store.
2026-04-07,Phone Follow-up,Fleet Customer,DLR-CUST-10409,Northside Motors,Truck,Trade-in,2,The trade-in offer was much lower than the estimate I received online.
2026-04-08,Email Survey,Fleet Customer,DLR-CUST-10410,Northside Motors,Certified Pre-Owned,Trade-in,4,The appraisal was quick and the trade-in credit was clearly applied to my purchase.
2026-04-09,Cars.com,Service Customer,DLR-CUST-10411,Northside Motors,Certified Pre-Owned,Trade-in,3,"Trade-in inspection was fair, but I wanted more explanation about the valuation."
2026-04-10,Facebook,Service Customer,DLR-CUST-10412,West Valley Cars,Hybrid,Trade-in,1,My trade-in quote changed twice during the same visit.
2026-04-11,Phone Follow-up,Service Customer,DLR-CUST-10413,West Valley Cars,SUV,Service Department,5,Service was fast and the advisor sent updates while my car was being repaired.
2026-04-12,Email Survey,Service Customer,DLR-CUST-10414,West Valley Cars,Van,Service Department,2,The repair took two days longer than promised and nobody called me.
2026-04-13,Cars.com,Service Customer,DLR-CUST-10415,Lakeside Dealership,SUV,Service Department,3,"The oil change was fine, but the waiting area was overcrowded."
2026-04-14,Facebook,Trade-in Customer,DLR-CUST-10416,Lakeside Dealership,Sedan,Service Department,1,The same warning light came back the day after service.
2026-04-15,Dealer Website,Trade-in Customer,DLR-CUST-10417,Lakeside Dealership,Truck,Parts,2,The replacement part was delayed and I had to call multiple times for updates.
2026-04-16,Service Survey,Trade-in Customer,DLR-CUST-10418,Airport Auto Center,Certified Pre-Owned,Parts,4,Parts staff found the correct accessory and installed it the same afternoon.
2026-04-17,Phone Follow-up,Trade-in Customer,DLR-CUST-10419,Airport Auto Center,Certified Pre-Owned,Parts,3,"The part arrived on time, but the installation appointment was hard to schedule."
2026-04-18,Google Reviews,Trade-in Customer,DLR-CUST-10420,Airport Auto Center,Sedan,Delivery,5,Home delivery was smooth and the specialist walked me through the vehicle settings.
2026-04-19,Dealer Website,First-time Buyer,DLR-CUST-10421,Downtown Auto Mall,Luxury SUV,Delivery,2,The vehicle was delivered with low tire pressure and no floor mats.
2026-04-20,Service Survey,First-time Buyer,DLR-CUST-10422,Downtown Auto Mall,Sedan,Delivery,3,"Pickup was organized, but the final detailing could have been better."
2026-04-21,Phone Follow-up,First-time Buyer,DLR-CUST-10423,Downtown Auto Mall,Van,Delivery,1,The delivery appointment was missed and I had to reschedule twice.
2026-04-22,Phone Follow-up,First-time Buyer,DLR-CUST-10424,Northside Motors,EV,Website,4,The website made it easy to compare vehicles and calculate estimated payments.
2026-04-23,Email Survey,First-time Buyer,DLR-CUST-10425,Northside Motors,Truck,Website,2,The payment calculator does not match the numbers provided by finance.
2026-04-24,Cars.com,Repeat Customer,DLR-CUST-10426,Northside Motors,Hybrid,Website,3,"Online chat answered basic questions, but could not confirm real inventory."
2026-04-25,Facebook,Repeat Customer,DLR-CUST-10427,West Valley Cars,EV,Website,1,I submitted a lead form and never received a response.
2026-04-26,Facebook,Repeat Customer,DLR-CUST-10428,West Valley Cars,Sedan,Communication,5,Everyone followed up quickly and kept me informed during the purchase.
2026-04-27,Google Reviews,Repeat Customer,DLR-CUST-10429,West Valley Cars,Luxury SUV,Communication,2,I received too many calls after asking to communicate by email only.
2026-04-28,Dealer Website,Repeat Customer,DLR-CUST-10430,Lakeside Dealership,Sedan,Communication,3,Communication was polite but inconsistent between sales and finance.
2026-04-29,Service Survey,Luxury Buyer,DLR-CUST-10431,Lakeside Dealership,Van,Communication,1,Nobody returned my voicemail about a warranty question.
2026-04-30,Cars.com,Luxury Buyer,DLR-CUST-10432,Lakeside Dealership,EV,Warranty,4,The warranty options were explained clearly without pressure.
2026-05-01,Facebook,Luxury Buyer,DLR-CUST-10433,Airport Auto Center,Truck,Warranty,2,I was not told which warranty items were optional until the final paperwork.
2026-05-02,Google Reviews,Luxury Buyer,DLR-CUST-10434,Airport Auto Center,Hybrid,Warranty,3,"Coverage seems good, but the exclusions should be easier to read."
2026-05-03,Email Survey,Luxury Buyer,DLR-CUST-10435,Airport Auto Center,Van,Cleanliness,5,The showroom was clean and the vehicle was spotless at pickup.
2026-05-04,Cars.com,Budget Buyer,DLR-CUST-10436,Downtown Auto Mall,Certified Pre-Owned,Cleanliness,2,The used vehicle still had stains inside when I came for delivery.
2026-05-05,Facebook,Budget Buyer,DLR-CUST-10437,Downtown Auto Mall,Van,Cleanliness,3,"The showroom was nice, but the service waiting area needs more seating."
2026-05-06,Cars.com,Budget Buyer,DLR-CUST-10438,Downtown Auto Mall,SUV,Customer Support,4,The receptionist quickly connected me to the right department.
2026-05-07,Facebook,Budget Buyer,DLR-CUST-10439,Northside Motors,Sedan,Customer Support,2,I was transferred three times before someone could answer my question.
2026-05-08,Google Reviews,Budget Buyer,DLR-CUST-10440,Northside Motors,Sedan,Customer Support,1,The support line disconnected twice while I was checking service status.
2026-05-09,Dealer Website,Fleet Customer,DLR-CUST-10441,Northside Motors,EV,Customer Support,3,"Staff were friendly, but follow-up after purchase could be more proactive."
2026-05-10,Service Survey,Fleet Customer,DLR-CUST-10442,West Valley Cars,Luxury SUV,Sales Experience,5,The sales advisor listened carefully and helped me compare trims without pressure.
2026-05-11,Phone Follow-up,Fleet Customer,DLR-CUST-10443,West Valley Cars,Hybrid,Sales Experience,2,The salesperson kept pushing add-ons after I said I was not interested.
2026-05-12,Email Survey,Fleet Customer,DLR-CUST-10444,West Valley Cars,Luxury SUV,Sales Experience,3,"The test drive was helpful, but I waited too long before someone greeted me."
2026-05-13,Cars.com,Fleet Customer,DLR-CUST-10445,Lakeside Dealership,Sedan,Sales Experience,4,The team explained the vehicle features clearly and made the buying process simple.
2026-05-14,Facebook,Service Customer,DLR-CUST-10446,Lakeside Dealership,Van,Financing,2,The final monthly payment was higher than what was discussed online.
2026-05-15,Google Reviews,Service Customer,DLR-CUST-10447,Lakeside Dealership,Van,Financing,1,Finance paperwork took almost three hours and several fees were not explained.
2026-05-16,Dealer Website,Service Customer,DLR-CUST-10448,Airport Auto Center,EV,Financing,4,The finance manager found a better rate than my bank and explained the terms well.
2026-05-17,Service Survey,Service Customer,DLR-CUST-10449,Airport Auto Center,EV,Financing,3,"Loan options were presented clearly, but the wait for approval was too long."
2026-05-18,Dealer Website,Service Customer,DLR-CUST-10450,Airport Auto Center,EV,Pricing,2,The advertised price did not include mandatory dealer add-ons.
2026-05-19,Service Survey,Trade-in Customer,DLR-CUST-10451,Downtown Auto Mall,EV,Pricing,1,I felt misled by the online price because the quote changed at the dealership.
2026-05-20,Phone Follow-up,Trade-in Customer,DLR-CUST-10452,Downtown Auto Mall,Van,Pricing,4,The price was fair and the final invoice matched the quote.
2026-05-21,Email Survey,Trade-in Customer,DLR-CUST-10453,Downtown Auto Mall,Van,Pricing,3,"Discounts were good, but the fee breakdown should be easier to understand."
2026-05-22,Google Reviews,Trade-in Customer,DLR-CUST-10454,Northside Motors,Van,Inventory,2,The car listed online was already sold when I arrived for my appointment.
2026-05-23,Dealer Website,Trade-in Customer,DLR-CUST-10455,Northside Motors,SUV,Inventory,3,Inventory filters on the website are useful but some colors are listed incorrectly.
2026-05-24,Service Survey,First-time Buyer,DLR-CUST-10456,Northside Motors,EV,Inventory,4,They had several trims available and helped me find the right configuration.
2026-05-25,Phone Follow-up,First-time Buyer,DLR-CUST-10457,West Valley Cars,SUV,Inventory,1,I drove across town for a vehicle that was marked available but unavailable in store.
2026-05-26,Phone Follow-up,First-time Buyer,DLR-CUST-10458,West Valley Cars,EV,Trade-in,2,The trade-in offer was much lower than the estimate I received online.
2026-05-27,Email Survey,First-time Buyer,DLR-CUST-10459,West Valley Cars,Luxury SUV,Trade-in,4,The appraisal was quick and the trade-in credit was clearly applied to my purchase.
2026-05-28,Cars.com,First-time Buyer,DLR-CUST-10460,Lakeside Dealership,Luxury SUV,Trade-in,3,"Trade-in inspection was fair, but I wanted more explanation about the valuation."
2026-05-29,Facebook,Repeat Customer,DLR-CUST-10461,Lakeside Dealership,Certified Pre-Owned,Trade-in,1,My trade-in quote changed twice during the same visit.
2026-05-30,Phone Follow-up,Repeat Customer,DLR-CUST-10462,Lakeside Dealership,Truck,Service Department,5,Service was fast and the advisor sent updates while my car was being repaired.
2026-05-31,Email Survey,Repeat Customer,DLR-CUST-10463,Airport Auto Center,Sedan,Service Department,2,The repair took two days longer than promised and nobody called me.
2026-06-01,Cars.com,Repeat Customer,DLR-CUST-10464,Airport Auto Center,Truck,Service Department,3,"The oil change was fine, but the waiting area was overcrowded."
2026-06-02,Facebook,Repeat Customer,DLR-CUST-10465,Airport Auto Center,SUV,Service Department,1,The same warning light came back the day after service.
2026-06-03,Dealer Website,Luxury Buyer,DLR-CUST-10466,Downtown Auto Mall,EV,Parts,2,The replacement part was delayed and I had to call multiple times for updates.
2026-06-04,Service Survey,Luxury Buyer,DLR-CUST-10467,Downtown Auto Mall,Luxury SUV,Parts,4,Parts staff found the correct accessory and installed it the same afternoon.
2026-06-05,Phone Follow-up,Luxury Buyer,DLR-CUST-10468,Downtown Auto Mall,Luxury SUV,Parts,3,"The part arrived on time, but the installation appointment was hard to schedule."
2026-01-01,Google Reviews,Luxury Buyer,DLR-CUST-10469,Northside Motors,SUV,Delivery,5,Home delivery was smooth and the specialist walked me through the vehicle settings.
2026-01-02,Dealer Website,Luxury Buyer,DLR-CUST-10470,Northside Motors,Van,Delivery,2,The vehicle was delivered with low tire pressure and no floor mats.
2026-01-03,Service Survey,Budget Buyer,DLR-CUST-10471,Northside Motors,SUV,Delivery,3,"Pickup was organized, but the final detailing could have been better."
2026-01-04,Phone Follow-up,Budget Buyer,DLR-CUST-10472,West Valley Cars,Sedan,Delivery,1,The delivery appointment was missed and I had to reschedule twice.
2026-01-05,Phone Follow-up,Budget Buyer,DLR-CUST-10473,West Valley Cars,Hybrid,Website,4,The website made it easy to compare vehicles and calculate estimated payments.
2026-01-06,Email Survey,Budget Buyer,DLR-CUST-10474,West Valley Cars,EV,Website,2,The payment calculator does not match the numbers provided by finance.
2026-01-07,Cars.com,Budget Buyer,DLR-CUST-10475,Lakeside Dealership,Certified Pre-Owned,Website,3,"Online chat answered basic questions, but could not confirm real inventory."
2026-01-08,Facebook,Fleet Customer,DLR-CUST-10476,Lakeside Dealership,Hybrid,Website,1,I submitted a lead form and never received a response.
2026-01-09,Facebook,Fleet Customer,DLR-CUST-10477,Lakeside Dealership,SUV,Communication,5,Everyone followed up quickly and kept me informed during the purchase.
2026-01-10,Google Reviews,Fleet Customer,DLR-CUST-10478,Airport Auto Center,Van,Communication,2,I received too many calls after asking to communicate by email only.
2026-01-11,Dealer Website,Fleet Customer,DLR-CUST-10479,Airport Auto Center,SUV,Communication,3,Communication was polite but inconsistent between sales and finance.
2026-01-12,Service Survey,Fleet Customer,DLR-CUST-10480,Airport Auto Center,Sedan,Communication,1,Nobody returned my voicemail about a warranty question.
2026-01-13,Cars.com,Service Customer,DLR-CUST-10481,Downtown Auto Mall,Hybrid,Warranty,4,The warranty options were explained clearly without pressure.
2026-01-14,Facebook,Service Customer,DLR-CUST-10482,Downtown Auto Mall,EV,Warranty,2,I was not told which warranty items were optional until the final paperwork.
2026-01-15,Google Reviews,Service Customer,DLR-CUST-10483,Downtown Auto Mall,Certified Pre-Owned,Warranty,3,"Coverage seems good, but the exclusions should be easier to read."
2026-01-16,Email Survey,Service Customer,DLR-CUST-10484,Northside Motors,Sedan,Cleanliness,5,The showroom was clean and the vehicle was spotless at pickup.
2026-01-17,Cars.com,Service Customer,DLR-CUST-10485,Northside Motors,Luxury SUV,Cleanliness,2,The used vehicle still had stains inside when I came for delivery.
2026-01-18,Facebook,Trade-in Customer,DLR-CUST-10486,Northside Motors,Sedan,Cleanliness,3,"The showroom was nice, but the service waiting area needs more seating."
2026-01-19,Cars.com,Trade-in Customer,DLR-CUST-10487,West Valley Cars,Truck,Customer Support,4,The receptionist quickly connected me to the right department.
2026-01-20,Facebook,Trade-in Customer,DLR-CUST-10488,West Valley Cars,SUV,Customer Support,2,I was transferred three times before someone could answer my question.
2026-01-21,Google Reviews,Trade-in Customer,DLR-CUST-10489,West Valley Cars,SUV,Customer Support,1,The support line disconnected twice while I was checking service status.
2026-01-22,Dealer Website,Trade-in Customer,DLR-CUST-10490,Lakeside Dealership,Hybrid,Customer Support,3,"Staff were friendly, but follow-up after purchase could be more proactive."
2026-01-23,Service Survey,First-time Buyer,DLR-CUST-10491,Lakeside Dealership,Van,Sales Experience,5,The sales advisor listened carefully and helped me compare trims without pressure.
2026-01-24,Phone Follow-up,First-time Buyer,DLR-CUST-10492,Lakeside Dealership,Certified Pre-Owned,Sales Experience,2,The salesperson kept pushing add-ons after I said I was not interested.
2026-01-25,Email Survey,First-time Buyer,DLR-CUST-10493,Airport Auto Center,Van,Sales Experience,3,"The test drive was helpful, but I waited too long before someone greeted me."
2026-01-26,Cars.com,First-time Buyer,DLR-CUST-10494,Airport Auto Center,SUV,Sales Experience,4,The team explained the vehicle features clearly and made the buying process simple.
2026-01-27,Facebook,First-time Buyer,DLR-CUST-10495,Airport Auto Center,Sedan,Financing,2,The final monthly payment was higher than what was discussed online.
2026-01-28,Google Reviews,Repeat Customer,DLR-CUST-10496,Downtown Auto Mall,Sedan,Financing,1,Finance paperwork took almost three hours and several fees were not explained.
2026-01-29,Dealer Website,Repeat Customer,DLR-CUST-10497,Downtown Auto Mall,Hybrid,Financing,4,The finance manager found a better rate than my bank and explained the terms well.
2026-01-30,Service Survey,Repeat Customer,DLR-CUST-10498,Downtown Auto Mall,Hybrid,Financing,3,"Loan options were presented clearly, but the wait for approval was too long."
2026-01-31,Dealer Website,Repeat Customer,DLR-CUST-10499,Northside Motors,Hybrid,Pricing,2,The advertised price did not include mandatory dealer add-ons.
2026-02-01,Service Survey,Repeat Customer,DLR-CUST-10500,Northside Motors,Hybrid,Pricing,1,I felt misled by the online price because the quote changed at the dealership.
2026-02-02,Phone Follow-up,Luxury Buyer,DLR-CUST-10501,Northside Motors,Sedan,Pricing,4,The price was fair and the final invoice matched the quote.
2026-02-03,Email Survey,Luxury Buyer,DLR-CUST-10502,West Valley Cars,Sedan,Pricing,3,"Discounts were good, but the fee breakdown should be easier to understand."
2026-02-04,Google Reviews,Luxury Buyer,DLR-CUST-10503,West Valley Cars,Sedan,Inventory,2,The car listed online was already sold when I arrived for my appointment.
2026-02-05,Dealer Website,Luxury Buyer,DLR-CUST-10504,West Valley Cars,Truck,Inventory,3,Inventory filters on the website are useful but some colors are listed incorrectly.
2026-02-06,Service Survey,Luxury Buyer,DLR-CUST-10505,Lakeside Dealership,Hybrid,Inventory,4,They had several trims available and helped me find the right configuration.
2026-02-07,Phone Follow-up,Budget Buyer,DLR-CUST-10506,Lakeside Dealership,Truck,Inventory,1,I drove across town for a vehicle that was marked available but unavailable in store.
2026-02-08,Phone Follow-up,Budget Buyer,DLR-CUST-10507,Lakeside Dealership,Hybrid,Trade-in,2,The trade-in offer was much lower than the estimate I received online.
2026-02-09,Email Survey,Budget Buyer,DLR-CUST-10508,Airport Auto Center,Van,Trade-in,4,The appraisal was quick and the trade-in credit was clearly applied to my purchase.
2026-02-10,Cars.com,Budget Buyer,DLR-CUST-10509,Airport Auto Center,Van,Trade-in,3,"Trade-in inspection was fair, but I wanted more explanation about the valuation."
2026-02-11,Facebook,Budget Buyer,DLR-CUST-10510,Airport Auto Center,Luxury SUV,Trade-in,1,My trade-in quote changed twice during the same visit.
2026-02-12,Phone Follow-up,Fleet Customer,DLR-CUST-10511,Downtown Auto Mall,EV,Service Department,5,Service was fast and the advisor sent updates while my car was being repaired.
2026-02-13,Email Survey,Fleet Customer,DLR-CUST-10512,Downtown Auto Mall,SUV,Service Department,2,The repair took two days longer than promised and nobody called me.
2026-02-14,Cars.com,Fleet Customer,DLR-CUST-10513,Downtown Auto Mall,EV,Service Department,3,"The oil change was fine, but the waiting area was overcrowded."
2026-02-15,Facebook,Fleet Customer,DLR-CUST-10514,Northside Motors,Truck,Service Department,1,The same warning light came back the day after service.
2026-02-16,Dealer Website,Fleet Customer,DLR-CUST-10515,Northside Motors,Hybrid,Parts,2,The replacement part was delayed and I had to call multiple times for updates.
2026-02-17,Service Survey,Service Customer,DLR-CUST-10516,Northside Motors,Van,Parts,4,Parts staff found the correct accessory and installed it the same afternoon.
2026-02-18,Phone Follow-up,Service Customer,DLR-CUST-10517,West Valley Cars,Van,Parts,3,"The part arrived on time, but the installation appointment was hard to schedule."
2026-02-19,Google Reviews,Service Customer,DLR-CUST-10518,West Valley Cars,Truck,Delivery,5,Home delivery was smooth and the specialist walked me through the vehicle settings.
2026-02-20,Dealer Website,Service Customer,DLR-CUST-10519,West Valley Cars,Sedan,Delivery,2,The vehicle was delivered with low tire pressure and no floor mats.
2026-02-21,Service Survey,Service Customer,DLR-CUST-10520,Lakeside Dealership,Truck,Delivery,3,"Pickup was organized, but the final detailing could have been better."
2026-02-22,Phone Follow-up,Trade-in Customer,DLR-CUST-10521,Lakeside Dealership,SUV,Delivery,1,The delivery appointment was missed and I had to reschedule twice.
2026-02-23,Phone Follow-up,Trade-in Customer,DLR-CUST-10522,Lakeside Dealership,Certified Pre-Owned,Website,4,The website made it easy to compare vehicles and calculate estimated payments.
2026-02-24,Email Survey,Trade-in Customer,DLR-CUST-10523,Airport Auto Center,Hybrid,Website,2,The payment calculator does not match the numbers provided by finance.
2026-02-25,Cars.com,Trade-in Customer,DLR-CUST-10524,Airport Auto Center,Luxury SUV,Website,3,"Online chat answered basic questions, but could not confirm real inventory."
2026-02-26,Facebook,Trade-in Customer,DLR-CUST-10525,Airport Auto Center,Certified Pre-Owned,Website,1,I submitted a lead form and never received a response.
2026-02-27,Facebook,First-time Buyer,DLR-CUST-10526,Downtown Auto Mall,Truck,Communication,5,Everyone followed up quickly and kept me informed during the purchase.
2026-02-28,Google Reviews,First-time Buyer,DLR-CUST-10527,Downtown Auto Mall,Sedan,Communication,2,I received too many calls after asking to communicate by email only.
2026-03-01,Dealer Website,First-time Buyer,DLR-CUST-10528,Downtown Auto Mall,Truck,Communication,3,Communication was polite but inconsistent between sales and finance.
2026-03-02,Service Survey,First-time Buyer,DLR-CUST-10529,Northside Motors,SUV,Communication,1,Nobody returned my voicemail about a warranty question.
2026-03-03,Cars.com,First-time Buyer,DLR-CUST-10530,Northside Motors,Certified Pre-Owned,Warranty,4,The warranty options were explained clearly without pressure.
2026-03-04,Facebook,Repeat Customer,DLR-CUST-10531,Northside Motors,Hybrid,Warranty,2,I was not told which warranty items were optional until the final paperwork.
2026-03-05,Google Reviews,Repeat Customer,DLR-CUST-10532,West Valley Cars,Luxury SUV,Warranty,3,"Coverage seems good, but the exclusions should be easier to read."
2026-03-06,Email Survey,Repeat Customer,DLR-CUST-10533,West Valley Cars,SUV,Cleanliness,5,The showroom was clean and the vehicle was spotless at pickup.
2026-03-07,Cars.com,Repeat Customer,DLR-CUST-10534,West Valley Cars,Van,Cleanliness,2,The used vehicle still had stains inside when I came for delivery.
2026-03-08,Facebook,Repeat Customer,DLR-CUST-10535,Lakeside Dealership,SUV,Cleanliness,3,"The showroom was nice, but the service waiting area needs more seating."
2026-03-09,Cars.com,Luxury Buyer,DLR-CUST-10536,Lakeside Dealership,EV,Customer Support,4,The receptionist quickly connected me to the right department.
2026-03-10,Facebook,Luxury Buyer,DLR-CUST-10537,Lakeside Dealership,Truck,Customer Support,2,I was transferred three times before someone could answer my question.
2026-03-11,Google Reviews,Luxury Buyer,DLR-CUST-10538,Airport Auto Center,Truck,Customer Support,1,The support line disconnected twice while I was checking service status.
2026-03-12,Dealer Website,Luxury Buyer,DLR-CUST-10539,Airport Auto Center,Certified Pre-Owned,Customer Support,3,"Staff were friendly, but follow-up after purchase could be more proactive."
2026-03-13,Service Survey,Luxury Buyer,DLR-CUST-10540,Airport Auto Center,Sedan,Sales Experience,5,The sales advisor listened carefully and helped me compare trims without pressure.
2026-03-14,Phone Follow-up,Budget Buyer,DLR-CUST-10541,Downtown Auto Mall,Luxury SUV,Sales Experience,2,The salesperson kept pushing add-ons after I said I was not interested.
2026-03-15,Email Survey,Budget Buyer,DLR-CUST-10542,Downtown Auto Mall,Sedan,Sales Experience,3,"The test drive was helpful, but I waited too long before someone greeted me."
2026-03-16,Cars.com,Budget Buyer,DLR-CUST-10543,Downtown Auto Mall,Truck,Sales Experience,4,The team explained the vehicle features clearly and made the buying process simple.
2026-03-17,Facebook,Budget Buyer,DLR-CUST-10544,Northside Motors,SUV,Financing,2,The final monthly payment was higher than what was discussed online.
2026-03-18,Google Reviews,Budget Buyer,DLR-CUST-10545,Northside Motors,SUV,Financing,1,Finance paperwork took almost three hours and several fees were not explained.
2026-03-19,Dealer Website,Fleet Customer,DLR-CUST-10546,Northside Motors,Certified Pre-Owned,Financing,4,The finance manager found a better rate than my bank and explained the terms well.
2026-03-20,Service Survey,Fleet Customer,DLR-CUST-10547,West Valley Cars,Certified Pre-Owned,Financing,3,"Loan options were presented clearly, but the wait for approval was too long."
2026-03-21,Dealer Website,Fleet Customer,DLR-CUST-10548,West Valley Cars,Certified Pre-Owned,Pricing,2,The advertised price did not include mandatory dealer add-ons.
2026-03-22,Service Survey,Fleet Customer,DLR-CUST-10549,West Valley Cars,Certified Pre-Owned,Pricing,1,I felt misled by the online price because the quote changed at the dealership.
